股票代號,股票名稱,上市櫃產業,基本族群,主流/非主流,熱門族群1,熱門族群2,熱門族群3,熱門族群4,熱門族群5,備註
3067,全域,居家生活,居家生活,非主流,,,,,,
3071,協禧,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3073,天方能源,綠能環保,綠能環保,非主流,,,,,,
3078,僑威,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3081,聯亞,通信網路業,通信網路業,主流,CPO光通訊,,,,,user_authorized_seed_20260530
3083,網龍,文化創意業,文化創意業,非主流,,,,,,
3085,新零售,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
3086,華義*,文化創意業,文化創意業,非主流,,,,,,
3088,艾訊,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3090,日電貿,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
3092,鴻碩,,普通股_待補官方產業,非主流,,,,,,
3093,港建*,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3094,聯傑,,普通股_待補官方產業,非主流,,,,,,
3095,及成,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3105,穩懋,半導體業,半導體業,主流,低軌衛星,,,,,user_authorized_seed_20260530
3114,好德,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3115,富榮綱,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3118,進階,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
3122,笙泉,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3128,昇銳,光電業,光電業,主流,,,,,,provisional_industry_mapping
3130,一零四,,普通股_待補官方產業,非主流,,,,,,
3131,弘塑,半導體設備,半導體設備,主流,半導體設備_CoWoS,半導體設備,,,,user_authorized_seed_20260530
3135,凌航,,普通股_待補官方產業,非主流,,,,,,
3138,耀登,,普通股_待補官方產業,非主流,,,,,,
3141,晶宏,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3147,大綜,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
3149,正達,,普通股_待補官方產業,非主流,,,,,,
3150,鈺寶-創,,普通股_待補官方產業,非主流,,,,,,
3152,璟德,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3158,嘉實,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
3162,精確,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
3163,波若威,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3164,景岳,,普通股_待補官方產業,非主流,,,,,,
3167,大量,,半導體設備_CoWoS,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
3168,眾福科,,普通股_待補官方產業,非主流,,,,,,
3169,亞信,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3171,炎洲流通,居家生活,居家生活,非主流,,,,,,
3176,基亞,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
3178,公準,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3188,鑫龍騰,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
3189,景碩,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,,,,,user_authorized_seed_20260530
3191,雲嘉南,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3205,佰研,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
3206,志豐,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3207,耀勝,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3209,全科,,普通股_待補官方產業,非主流,,,,,,
3211,順達,電腦及週邊設備業,電腦及週邊設備業,主流,電源_BBU,,,,,user_authorized_seed_20260530
3213,茂訊,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3217,優群,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3218,大學光,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
3219,倚強科,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3221,台嘉碩,通信網路業,通信網路業,主流,被動元件,,,,,user_authorized_seed_20260530
3224,三顧,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
3226,龍鋒,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
3227,原相,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3228,金麗科,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3229,晟鈦,,普通股_待補官方產業,非主流,,,,,,
3230,錦明,光電業,光電業,主流,,,,,,provisional_industry_mapping
3231,緯創,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
3232,昱捷,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
3234,光環,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3236,千如,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3252,海灣,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
3257,虹冠電,,普通股_待補官方產業,非主流,,,,,,
3259,鑫創,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3260,威剛,半導體業,半導體業,主流,記憶體儲存,,,,,user_authorized_seed_20260530
3264,欣銓,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3265,台星科,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3266,昇陽,,普通股_待補官方產業,非主流,,,,,,
3268,海德威,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3272,東碩,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3276,宇環,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3284,太普高,其他業,其他業,非主流,,,,,,
3285,微端,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3287,廣寰科,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3288,點晶,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3289,宜特,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3290,東浦,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3293,鈊象,文化創意業,文化創意業,非主流,,,,,,
3294,英濟,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3296,勝德,,普通股_待補官方產業,非主流,,,,,,
3297,杭特,光電業,光電業,主流,,,,,,provisional_industry_mapping
3303,岱稜,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3305,昇貿,電子材料,電子材料,非主流,其他電子業,焊錫材料,,,,
3306,鼎天,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3308,聯德,,普通股_待補官方產業,非主流,,,,,,
3310,佳穎,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3311,閎暉,,普通股_待補官方產業,非主流,,,,,,
3312,弘憶股,,普通股_待補官方產業,非主流,,,,,,
3313,斐成,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
3317,尼克森,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3321,同泰,,普通股_待補官方產業,非主流,,,,,,
3322,建舜電,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3323,加百裕,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3324,雙鴻,其他電子業,其他電子業,主流,散熱液冷,,,,,user_authorized_seed_20260530
3325,旭品,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3332,幸康,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3338,泰碩,,普通股_待補官方產業,非主流,,,,,,
3339,泰谷,光電業,光電業,主流,,,,,,provisional_industry_mapping
3346,麗清,,普通股_待補官方產業,非主流,,,,,,
3349,寶德,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3354,律勝,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3356,奇偶,,普通股_待補官方產業,非主流,,,,,,
3357,臺慶科,電子零組件業,電子零組件業,主流,被動元件,電感,,,,
3360,尚立,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
3362,先進光,光電業,光電業,主流,,,,,,provisional_industry_mapping
3363,上詮,通信網路業,通信網路業,主流,CPO光通訊,,,,,user_authorized_seed_20260530
3372,典範,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3373,熱映,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3374,精材,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3376,新日興,,普通股_待補官方產業,非主流,,,,,,
3379,彬台,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
3380,明泰,,普通股_待補官方產業,非主流,,,,,,
3388,崇越電,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3390,旭軟,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3402,漢科,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3406,玉晶光,,車用電子,主流,車用電子,,,,,user_authorized_seed_20260530
3413,京鼎,,普通股_待補官方產業,非主流,,,,,,
3416,融程電,,普通股_待補官方產業,非主流,,,,,,
3419,譁裕,,普通股_待補官方產業,非主流,,,,,,
3426,台興,,普通股_待補官方產業,非主流,,,,,,
3430,奇鈦科,化學工業,化學工業,非主流,,,,,,provisional_industry_mapping
3432,台端,,普通股_待補官方產業,非主流,,,,,,
3434,哲固,光電業,光電業,主流,,,,,,provisional_industry_mapping
3437,榮創,,普通股_待補官方產業,非主流,,,,,,
3438,類比科,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3441,聯一光電,光電業,光電業,主流,,,,,,provisional_industry_mapping
3443,創意,,普通股_待補官方產業,非主流,,,,,,
3444,利機,電子通路業,電子通路業,主流,,,,,,provisional_industry_mapping
3447,展達,,普通股_待補官方產業,非主流,,,,,,
3450,聯鈞,光通訊,光通訊,主流,CPO光通訊,光通訊元件,,,,user_authorized_seed_20260530
3454,晶睿,光電業,光電業,主流,,,,,,
3455,由田,光電業,光電業,主流,機器人自動化,,,,,user_authorized_seed_20260530
3465,進泰電子,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3466,德晉,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3467,台灣精材,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3479,安勤,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3481,群創,optoelectronics,optoelectronics,非主流,消費性電子,面板,,,,
3483,力致,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3484,崧騰,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3485,敘豐,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3489,森寶,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
3490,單井,光電業,光電業,主流,,,,,,provisional_industry_mapping
3491,昇達科,通信網路業,通信網路業,主流,低軌衛星,軍工無人機,,,,user_authorized_seed_20260530
3492,長盛,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3494,誠研,,普通股_待補官方產業,非主流,,,,,,
3498,陽程,半導體設備,半導體設備,主流,半導體設備材料,自動化設備,,,,provisional_industry_mapping
3499,環天科,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3501,維熹,,普通股_待補官方產業,非主流,,,,,,
3504,揚明光,,普通股_待補官方產業,非主流,,,,,,
3508,位速,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3511,矽瑪,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3512,皇龍,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
3515,華擎,,普通股_待補官方產業,非主流,,,,,,
3516,亞帝歐,光電業,光電業,主流,,,,,,provisional_industry_mapping
3518,柏騰,,普通股_待補官方產業,非主流,,,,,,
3520,華盈,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3521,台鋼建設,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
3522,御嵿,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
3523,迎輝,光電業,光電業,主流,,,,,,provisional_industry_mapping
3526,凡甲,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3527,聚積,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3528,安馳,,普通股_待補官方產業,非主流,,,,,,
3529,力旺,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3530,晶相光,,普通股_待補官方產業,非主流,,,,,,
3531,先益,光電業,光電業,主流,,,,,,provisional_industry_mapping
3532,台勝科,,普通股_待補官方產業,非主流,,,,,,
3533,嘉澤,,普通股_待補官方產業,非主流,,,,,,
3535,晶彩科,,普通股_待補官方產業,非主流,,,,,,
3537,堡達,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3540,曜越,電腦及週邊設備業,電腦及週邊設備業,主流,散熱液冷,,,,,user_authorized_seed_20260530
3541,西柏,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3543,州巧,,普通股_待補官方產業,非主流,,,,,,
3545,敦泰,,普通股_待補官方產業,非主流,,,,,,
3546,宇峻,文化創意業,文化創意業,非主流,,,,,,
3548,兆利,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3550,聯穎,,普通股_待補官方產業,非主流,,,,,,
3551,世禾,綠能環保,綠能環保,非主流,,,,,,
3552,同致,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3555,博士旺,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3556,禾瑞亞,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3557,嘉威,,普通股_待補官方產業,非主流,,,,,,
3558,神準,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3563,牧德,,普通股_待補官方產業,非主流,,,,,,
3564,其陽,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3567,逸昌,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3570,大塚,資訊服務業,資訊服務業,主流,,,,,,provisional_industry_mapping
3576,聯合再生,,普通股_待補官方產業,非主流,,,,,,
3577,泓格,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3580,友威科,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3581,博磊,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3583,辛耘,,半導體設備_CoWoS,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
3587,閎康,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3588,通嘉,,普通股_待補官方產業,非主流,,,,,,
3591,艾笛森,,普通股_待補官方產業,非主流,,,,,,
3592,瑞鼎,,普通股_待補官方產業,非主流,,,,,,
3593,力銘,,普通股_待補官方產業,非主流,,,,,,
3594,磐儀,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3596,智易,,低軌衛星,主流,低軌衛星,網通交換器,,,,user_authorized_seed_20260530
3597,映興,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3605,宏致,,普通股_待補官方產業,非主流,,,,,,
3607,谷崧,,普通股_待補官方產業,非主流,,,,,,
3609,三一東林,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3611,鼎翰,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3615,安可,光電業,光電業,主流,,,,,,provisional_industry_mapping
3617,碩天,,普通股_待補官方產業,非主流,,,,,,
3622,洋華,,普通股_待補官方產業,非主流,,,,,,
3623,富晶通,光電業,光電業,主流,,,,,,provisional_industry_mapping
3624,光頡,電子零組件業,電子零組件業,主流,被動元件,電阻,,,,
3625,西勝,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3628,盈正,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3629,地心引力,文化創意業,文化創意業,非主流,,,,,,
3630,新鉅科,光電業,光電業,主流,,,,,,provisional_industry_mapping
3631,晟楠,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3632,研勤,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3645,達邁,,普通股_待補官方產業,非主流,,,,,,
3646,艾恩特,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3652,精聯,,普通股_待補官方產業,非主流,,,,,,
3653,健策,,普通股_待補官方產業,非主流,,,,,,
3661,世芯-KY,,普通股_待補官方產業,非主流,,,,,,
3663,鑫科,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
3664,安瑞-KY,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3665,貿聯-KY,,電源_BBU,主流,電源_BBU,車用電子,,,,user_authorized_seed_20260530
3666,光耀,光電業,光電業,主流,,,,,,provisional_industry_mapping
3669,圓展,,普通股_待補官方產業,非主流,,,,,,
3672,康聯訊,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3673,TPK-KY,,普通股_待補官方產業,非主流,,,,,,
3675,德微,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3679,新至陞,,普通股_待補官方產業,非主流,,,,,,
3680,家登,半導體業,半導體業,主流,,,,,,provisional_industry_mapping
3684,榮昌,通信網路業,通信網路業,主流,,,,,,provisional_industry_mapping
3685,元創精密,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
3686,達能,,普通股_待補官方產業,非主流,,,,,,
3687,歐買尬,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
3689,湧德,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3691,碩禾,光電業,光電業,主流,,,,,,provisional_industry_mapping
3693,營邦,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3694,海華,,普通股_待補官方產業,非主流,,,,,,
3701,大眾控,,普通股_待補官方產業,非主流,,,,,,
3702,大聯大,,普通股_待補官方產業,非主流,,,,,,
3703,欣陸,,普通股_待補官方產業,非主流,,,,,,
3704,合勤控,,網通交換器,主流,網通交換器,,,,,user_authorized_seed_20260530
3705,永信,,普通股_待補官方產業,非主流,,,,,,
3706,神達,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
3707,漢磊,半導體業,半導體業,主流,半導體業,晶圓代工,,,,provisional_industry_mapping
3708,上緯投控,,普通股_待補官方產業,非主流,,,,,,
3709,鑫聯大投控,電腦及週邊設備業,電腦及週邊設備業,主流,,,,,,provisional_industry_mapping
3710,連展投控,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
3711,日月光投控,,普通股_待補官方產業,非主流,,,,,,
3712,永崴投控,,普通股_待補官方產業,非主流,,,,,,
3713,新晶投控,綠能環保,綠能環保,非主流,,,,,,
3714,富采,,普通股_待補官方產業,非主流,,,,,,
3715,定穎投控,,普通股_待補官方產業,非主流,,,,,,
3716,中化控股,,普通股_待補官方產業,非主流,,,,,,
3717,聯嘉投控,,普通股_待補官方產業,非主流,,,,,,
4102,永日,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4104,佳醫,,普通股_待補官方產業,非主流,,,,,,
4105,東洋,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4106,雃博,,普通股_待補官方產業,非主流,,,,,,
4107,邦特,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4108,懷特,,普通股_待補官方產業,非主流,,,,,,
4109,加捷生醫,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4111,濟生,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4113,聯上,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
4114,健喬,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4116,明基醫,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4119,旭富,,普通股_待補官方產業,非主流,,,,,,
4120,友華,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4121,優盛,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4123,晟德,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4126,太醫,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4127,天良,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4128,中天,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4129,聯合,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4130,健亞,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4131,浩泰,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4133,亞諾法,,普通股_待補官方產業,非主流,,,,,,
4137,麗豐-KY,,普通股_待補官方產業,非主流,,,,,,
4138,曜亞,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4139,馬光-KY,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4142,國光生,,普通股_待補官方產業,非主流,,,,,,
4147,中裕,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4148,全宇生技-KY,,普通股_待補官方產業,非主流,,,,,,
4153,鈺緯,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4154,樂威科-KY,其他業,其他業,非主流,,,,,,
4155,訊映,,普通股_待補官方產業,非主流,,,,,,
4157,太景*-KY,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4160,訊聯基因,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4161,聿新科,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4162,智擎,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4163,鐿鈦,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4164,承業醫,,普通股_待補官方產業,非主流,,,,,,
4166,友霖,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4167,松瑞藥,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4168,醣聯,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4169,泰宗,,普通股_待補官方產業,非主流,,,,,,
4171,瑞基,農業科技,農業科技,非主流,,,,,,
4173,久裕,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4174,浩鼎,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4175,杏一,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4178,永笙-KY,,普通股_待補官方產業,非主流,,,,,,
4183,福永生技,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4188,安克,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4190,佐登-KY,,普通股_待補官方產業,非主流,,,,,,
4192,杏國,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4195,基米-創,,普通股_待補官方產業,非主流,,,,,,
4198,欣大健康,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
4205,中華食,食品工業,食品工業,非主流,,,,,,provisional_industry_mapping
4207,環泰,食品工業,食品工業,非主流,,,,,,provisional_industry_mapping
4303,信立,塑膠工業,塑膠工業,非主流,,,,,,provisional_industry_mapping
4304,勝昱,塑膠工業,塑膠工業,非主流,,,,,,provisional_industry_mapping
4305,世坤,塑膠工業,塑膠工業,非主流,,,,,,provisional_industry_mapping
4306,炎洲,,普通股_待補官方產業,非主流,,,,,,
4401,東隆興,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4402,郡都開發,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4406,新昕纖,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4413,飛寶企業,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4414,如興,,普通股_待補官方產業,非主流,,,,,,
4416,三圓,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
4417,金洲,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4419,皇家美食,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
4420,光明,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4426,利勤,,普通股_待補官方產業,非主流,,,,,,
4430,耀億,其他業,其他業,非主流,,,,,,
4432,銘旺實,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4433,興采,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4438,廣越,,普通股_待補官方產業,非主流,,,,,,
4439,冠星-KY,,普通股_待補官方產業,非主流,,,,,,
4440,宜新實業,,普通股_待補官方產業,非主流,,,,,,
4441,振大環球,,普通股_待補官方產業,非主流,,,,,,
4442,竣邦-KY,紡織纖維,紡織纖維,非主流,,,,,,provisional_industry_mapping
4502,健信,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4503,金雨,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4506,崇友,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4510,高鋒,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4513,福裕,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4523,永彰,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4526,東台,,普通股_待補官方產業,非主流,,,,,,
4527,方方土霖,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4528,江興鍛,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4529,淳紳,其他業,其他業,非主流,,,,,,
4530,宏易,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
4532,瑞智,,普通股_待補官方產業,非主流,,,,,,
4533,協易機,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4534,慶騰,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4535,至興,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4536,拓凱,,普通股_待補官方產業,非主流,,,,,,
4538,大詠城,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4540,全球傳動,,普通股_待補官方產業,非主流,,,,,,
4541,晟田,其他業,其他業,非主流,,,,,,
4542,科嶠,電子零組件業,電子零組件業,主流,,,,,,provisional_industry_mapping
4543,萬在,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4545,銘鈺,,普通股_待補官方產業,非主流,,,,,,
4549,桓達,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4550,長佳,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4551,智伸科,,普通股_待補官方產業,非主流,,,,,,
4552,力達-KY,,普通股_待補官方產業,非主流,,,,,,
4554,橙的,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
4555,氣立,,普通股_待補官方產業,非主流,,,,,,
4556,旭然,其他業,其他業,非主流,,,,,,
4557,永新-KY,,普通股_待補官方產業,非主流,,,,,,
4558,寶緯,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4560,強信-KY,,普通股_待補官方產業,非主流,,,,,,
4561,健椿,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4562,穎漢,,普通股_待補官方產業,非主流,,,,,,
4563,百德,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4564,元翎,,普通股_待補官方產業,非主流,,,,,,
4566,時碩工業,,普通股_待補官方產業,非主流,,,,,,
4568,科際精密,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4569,六方科-KY,,普通股_待補官方產業,非主流,,,,,,
4571,鈞興-KY,,普通股_待補官方產業,非主流,,,,,,
4572,駐龍,,軍工無人機,主流,軍工無人機,,,,,user_authorized_seed_20260530
4576,大銀微系統,電機機械,電機機械,主流,機器人,精密傳動,,,,user_confirmed_robotics_theme
4577,達航科技,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
4580,捷流閥業,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
4581,光隆精密-KY,,普通股_待補官方產業,非主流,,,,,,
4582,聚恆-創,,普通股_待補官方產業,非主流,,,,,,
4583,台灣精銳,,機器人自動化,主流,機器人自動化,,,,,user_authorized_seed_20260530
4584,君帆,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
