股票代號,股票名稱,目前產業,主流/非主流,主要族群1,族群2,族群3,備註
9906,欣巴巴,,,,,,
9907,統一實,,,,,,
9908,大台北,,,,,,
9910,豐泰,運動休閒,,運動休閒,,,
9911,櫻花,,,,,,
9912,偉聯,,,,,,
9914,美利達,運動休閒,,運動休閒,,,
9917,中保科,,,,,,
9918,欣天然,,,,,,
9919,康那香,,,,,,
9921,巨大,,,,,,
9924,福興,,,,,,
9925,新保,,,,,,
9926,新海,,,,,,
9927,泰銘,,,,,,
9928,中視,,,,,,
9929,秋雨,,,,,,
9930,中聯資源,,,,,,
9931,欣高,,,,,,
9933,中鼎,其他,,其他,,,
9934,成霖,,,,,,
9935,慶豐富,,,,,,
9937,全國,,,,,,
9938,百和,,,,,,
9939,宏全,其他,,其他,,,
9940,信義,,,,,,
9941,裕融,,,,,,
9942,茂順,,,,,,
9943,好樂迪,,,,,,
9944,新麗,,,,,,
9945,潤泰新,其他,,其他,,,
9946,三發地產,,,,,,
9949,琉園,,,,,,
9950,萬國通,,,,,,
9951,皇田,,,,,,
9955,佳龍,,,,,,
9958,世紀鋼,鋼鐵工業,非主流,鋼鐵工業,,,
9960,邁達康,,,,,,
9962,有益,,,,,,
