path,artifact_type,owner_lane,producer,known_consumers,referenced_by_scripts,referenced_by_docs,referenced_by_workflows,referenced_by_validators,latest_modified_date,tracked_in_git,classification,recommended_action,delete_risk,notes
output/latest/individual_stock_reports/tdcc_windows/009820_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009820_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009820_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/009821_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009821_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009821_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/009822_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009822_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/009822_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/0098_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/0098_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/0098_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/0200_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/0200_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/0200_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1101_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1101_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1101_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1102_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1102_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1102_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1103_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1103_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1103_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1104_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1104_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1104_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1108_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1108_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1108_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1109_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1109_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1109_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1110_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1110_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1110_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1201_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1201_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1201_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1203_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1203_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1203_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1210_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1210_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1210_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1213_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1213_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1213_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1215_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1215_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1215_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1216_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1216_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1216_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1217_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1217_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1217_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1218_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1218_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1218_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1219_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1219_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1219_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1220_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1220_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1220_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1225_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1225_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1225_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1227_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1227_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1227_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1229_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1229_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1229_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1231_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1231_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1231_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1232_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1232_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1232_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1233_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1233_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1233_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1234_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1234_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1234_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1235_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1235_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1235_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1236_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1236_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1236_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1240_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1240_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1240_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1256_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1256_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1256_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1259_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1259_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1259_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1264_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1264_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1264_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1268_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1268_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1268_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1294_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1294_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1294_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1295_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1295_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1295_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1301_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1301_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1301_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/tdcc_windows/1303_tdcc_window_latest.csv,csv,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1303_packet_latest.md,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/chatgpt_packets/1303_packet_latest.md,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
