path,type,owner,status,called_by_workflow,imported_by,tested_by,documented_by,writes_artifact,reads_artifact,keep_reason,delete_reason,removal_risk
tests/test_chatgpt_side_pdf_pagebreaks.py,test_python,daily_production,active,,,,,,,daily production test: test_chatgpt_side_pdf_pagebreaks,,high
tests/test_daily_candidate_model_layer.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_candidate_model_layer,,high
tests/test_daily_model_parameter_recommendations.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_daily_model_parameter_recommendations,,medium
tests/test_daily_model_parameter_research.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_daily_model_parameter_research,,medium
tests/test_daily_production_boundaries.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_production_boundaries,,high
tests/test_daily_publish_freshness_gate.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_publish_freshness_gate,,high
tests/test_daily_published_model_snapshots.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_published_model_snapshots,,high
tests/test_daily_published_snapshot_ranking_backtest.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_daily_published_snapshot_ranking_backtest,,medium
tests/test_daily_report_source_preflight.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_report_source_preflight,,high
tests/test_daily_report_source_resolver.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_report_source_resolver,,high
tests/test_daily_theme_leadership_layer.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_theme_leadership_layer,,high
tests/test_daily_volume_breakout_operation_section.py,test_python,daily_production,active,,,,,,,daily production test: test_daily_volume_breakout_operation_section,,high
tests/test_data_freshness_latest.py,test_python,daily_production,active,,,,,,,daily production test: test_data_freshness_latest,,high
tests/test_event_catalyst_source_parsers.py,test_python,catalyst_event,active,,,,,,,catalyst/event test: test_event_catalyst_source_parsers,,medium
tests/test_fetch_official_daily_price_quality.py,test_python,official_price_data,active,,,,,,,official price data test: test_fetch_official_daily_price_quality,,high
tests/test_daily_price_history_continuity.py,test_python,official_price_data,active,,,,,,,official price data test: test_daily_price_history_continuity,,high
tests/test_historical_pattern_operation_registry.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_historical_pattern_operation_registry,,medium
tests/test_volume_breakout_buy_signal_grid.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_volume_breakout_buy_signal_grid,,medium
tests/test_volume_breakout_tdcc_buy_signal_grid.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_volume_breakout_tdcc_buy_signal_grid,,medium
tests/test_model_operation_readiness.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_model_operation_readiness,,medium
tests/test_no_conflict_markers.py,test_python,repo_infrastructure,active,,,,,,,repo infrastructure test: test_no_conflict_markers,,high
tests/test_non_revenue_momentum_watch.py,test_python,daily_production,active,,,,,,,daily production test: test_non_revenue_momentum_watch,,high
tests/test_pdf_production_inventory.py,test_python,repo_infrastructure,active,,,,,,,repo infrastructure test: test_pdf_production_inventory,,high
tests/test_repo_advanced_integrity.py,test_python,repo_infrastructure,active,,,,,,,repo advanced integrity gate test,,high
tests/test_repo_code_isolation_policy.py,test_python,repo_infrastructure,active,,,,,,,repo infrastructure test: test_repo_code_isolation_policy,,high
tests/test_repo_file_lifecycle_inventory.py,test_python,repo_infrastructure,active,,,,,,,repo file lifecycle inventory gate test,,high
tests/test_repo_production_inventory.py,test_python,repo_infrastructure,active,,,,,,,repo infrastructure test: test_repo_production_inventory,,high
tests/test_repo_semantic_integrity.py,test_python,repo_infrastructure,active,,,,,,,repo semantic integrity gate test,,high
tests/test_stock_price_history_incremental.py,test_python,official_price_data,active,,,,,,,official price data test: test_stock_price_history_incremental,,high
tests/test_stock_theme_manual_import.py,test_python,daily_production,active,,,,,,,daily production test: test_stock_theme_manual_import,,high
tests/test_stock_theme_taxonomy.py,test_python,daily_production,active,,,,,,,daily production test: test_stock_theme_taxonomy,,high
tests/test_tdcc_chatgpt_tracking_outputs.py,test_python,tdcc_weekly,active,,,,,,,TDCC weekly/holder-flow test: test_tdcc_chatgpt_tracking_outputs,,medium
tests/test_tdcc_holder_ratio_fallback.py,test_python,tdcc_weekly,active,,,,,,,TDCC weekly/holder-flow test: test_tdcc_holder_ratio_fallback,,medium
tests/test_tdcc_weekly_ranking_backtest.py,test_python,tdcc_weekly,active,,,,,,,TDCC weekly/holder-flow test: test_tdcc_weekly_ranking_backtest,,medium
tests/test_theme_event_watch.py,test_python,catalyst_event,active,,,,,,,catalyst/event test: test_theme_event_watch,,medium
tests/test_tracking_utils.py,test_python,tdcc_weekly,active,,,,,,,TDCC weekly/holder-flow test: test_tracking_utils,,medium
tests/test_volume_breakout_confirmed_operation_backtest.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_volume_breakout_confirmed_operation_backtest,,medium
tests/test_volume_breakout_operation_pdf_preview.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_volume_breakout_operation_pdf_preview,,medium
tests/test_volume_breakout_pattern_classification.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_volume_breakout_pattern_classification,,medium
tests/test_volume_breakout_tdcc_confluence_backtest.py,test_python,tdcc_weekly,active,,,,,,,TDCC weekly/holder-flow test: test_volume_breakout_tdcc_confluence_backtest,,medium
tests/test_volume_breakout_watch.py,test_python,daily_production,active,,,,,,,daily production test: test_volume_breakout_watch,,high
tests/test_warrant_fetch_fallback.py,test_python,warrant,active,,,,,,,warrant test: test_warrant_fetch_fallback,,high
tests/test_warrant_market_report_fallback.py,test_python,warrant,active,,,,docs/pdf_production_inventory.md,,,warrant test: test_warrant_market_report_fallback,,high
